RID,source_nodeip,destination_nodeip,start_time,source_port,destination_port,flags,site,asn,num_packets,num_bytes,flow_trajectories_ip,proto,Label
239.255.255.250-10.42.0.1-1900-52898-17,125.211.216.43,117.241.2.53,1415776496,22,36794,"-A----,-AP---",c9f0f,c4ca4,5,420,199.19.105.222,TCP,1
172.217.6.234-10.42.0.151-443-42055-6,141.212.121.80,117.241.2.53,1415692832,36794,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,101.226.11.113,TCP,1
10.42.0.211-14.17.42.57-44785-80-6,192.154.110.100,61.147.107.87,1415773085,22,37860,"-A----,-AP---",c9f0f,c4ca4,6,504,129.94.87.22,TCP,0
10.42.0.42-103.235.46.212-52944-443-6,46.50.185.250,103.22.169.149,1415772295,22,56895,"-A----,-AP---",c9f0f,c4ca4,6,504,199.193.71.18,UDP,1
10.42.0.211-10.42.0.1-34236-53-17,46.50.185.250,216.99.152.26,1415453163,55774,22,"-A----,-AP---",c9f0f,c4ca4,11,956,218.8.245.179,UDP,0
10.42.0.151-112.80.248.187-50610-80-6,46.50.185.250,5.135.78.226,1415761148,22,55753,"-A----,-AP---",c9f0f,c4ca4,6,504,200.35.147.24,UDP,0
10.42.0.42-54.192.38.154-59602-443-6,46.50.185.250,118.244.146.58,1415773091,22,51653,"-A----,-AP---",c9f0f,c4ca4,5,420,192.210.54.220,UDP,1
10.42.0.42-115.239.210.141-47688-80-6,46.50.185.250,93.146.181.71,1415773004,22,51249,"-A----,-AP---",c9f0f,c4ca4,6,504,216.99.156.74,UDP,1
10.42.0.151-52.54.192.155-48193-443-6,46.50.185.250,93.146.181.71,1415519991,43621,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,213.132.34.7,UDP,0
172.217.10.106-10.42.0.42-443-43307-6,46.50.185.250,175.111.192.6,1415766922,22,57890,"-A----,-AP---",c9f0f,c4ca4,5,420,192.154.110.111,UDP,1
10.42.0.211-23.194.141.191-58966-443-6,187.11.191.2,96.254.171.2,1415777467,22,38674,"-A----,-AP---",c9f0f,c4ca4,6,504,61.143.207.106,ICMP,0
10.42.0.211-72.21.207.148-33389-443-6,187.11.191.2,78.172.204.118,1415751863,22,55755,"-A----,-AP---",c9f0f,c4ca4,6,504,61.143.207.106,ICMP,1
172.217.10.110-10.42.0.151-443-36057-6,187.11.191.2,78.172.204.118,1415764092,22,51248,"-A----,-AP---",c9f0f,c4ca4,5,420,61.143.207.106,ICMP,0
8.0.6.4-8.6.0.1-0-0-0,187.11.191.2,216.99.157.180,1415772829,22,57912,"-A----,-AP---",c9f0f,c4ca4,5,420,61.143.207.106,ICMP,1
10.42.0.1-10.42.0.42-53-62313-17,94.102.49.120,216.99.157.180,1415772888,22,57902,"-A----,-AP---",c9f0f,c4ca4,6,504,61.143.207.106,UDP,0
10.42.0.211-123.125.29.220-53577-80-6,122.115.62.195,202.103.178.196,1415752380,22,51483,"-A----,-AP---",c9f0f,c4ca4,6,504,78.169.65.126,TCP,0
10.42.0.211-10.42.0.1-35386-53-17,123.149.22.7,5.135.134.121,1415494137,38674,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,78.169.65.126,TCP,0
10.42.0.42-31.13.80.52-48134-443-6,117.41.237.247,60.190.222.205,1415780390,22,36698,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,22,3755,61.143.207.106,TCP,0
157.240.18.36-10.42.0.211-443-54983-6,117.41.237.247,216.99.156.74,1415780390,22,36701,"-A----,-A--S-,-AP---",c9f0f,c4ca4,18,2863,122.140.38.197,TCP,0
172.217.12.138-10.42.0.151-443-35622-6,117.41.237.247,113.11.194.210,1415780390,36698,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,21,3172,122.116.67.112,TCP,1
205.185.216.42-10.42.0.151-80-41148-6,117.41.237.247,60.190.190.16,1415780390,36701,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,21,3204,219.235.8.107,TCP,1
10.42.0.211-10.42.0.1-26400-53-17,117.41.237.247,124.232.146.209,1415772757,22,49728,"-A----,-AP---",c9f0f,c4ca4,6,504,5.135.134.121,TCP,0
172.217.6.200-10.42.0.211-443-43828-6,117.41.237.247,82.52.141.127,1415734384,38702,22,"-A----,-AP---",c9f0f,c4ca4,11,956,202.104.142.1,TCP,0
10.42.0.151-106.39.169.66-45237-80-6,210.76.163.216,82.52.141.127,1415771476,22,38675,"-A----,-AP---",c9f0f,c4ca4,6,504,213.132.34.7,ICMP,0
10.42.0.211-10.42.0.1-26845-53-17,210.76.163.216,218.8.245.179,1415771713,22,55785,"-A----,-AP---",c9f0f,c4ca4,5,420,213.132.34.7,ICMP,1
172.217.10.110-10.42.0.151-443-60933-6,202.104.251.201,210.110.6.250,1415486193,55785,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,213.132.34.7,ICMP,1
157.240.2.20-10.42.0.211-443-59273-6,202.104.251.201,198.13.96.60,1415485094,48833,22,"-A----,-AP---",c9f0f,c4ca4,11,892,213.132.34.7,ICMP,1
10.42.0.151-23.217.155.120-53050-80-6,61.160.247.194,5.135.134.121,1415468300,51246,22,"-A----,-AP---",c9f0f,c4ca4,10,840,213.132.34.7,TCP,1
10.42.0.211-104.97.95.172-59530-80-6,114.247.18.14,118.122.188.242,1415776967,22,48839,"-A----,-AP---",c9f0f,c4ca4,6,504,213.132.34.7,UDP,1
205.185.216.10-10.42.0.151-80-55453-6,103.31.57.40,112.90.219.3,1415524504,48839,22,"-A----,-AP---",c9f0f,c4ca4,10,840,202.85.214.186,TCP,0
10.42.0.211-31.13.69.228-50327-443-6,118.123.6.8,220.177.125.240,1415775786,22,48834,"-A----,-AP---",c9f0f,c4ca4,6,504,115.236.59.68,TCP,1
172.217.10.78-10.42.0.151-443-37802-6,59.165.66.37,220.177.125.240,1415761420,22,50605,"-A----,-AP---",c9f0f,c4ca4,6,504,118.26.200.174,TCP,0
10.42.0.211-10.42.0.1-54400-53-17,222.240.205.234,220.177.125.240,1415768677,49728,22,"-A----,-AP---",c9f0f,c4ca4,11,892,60.251.178.220,TCP,0
172.217.6.234-10.42.0.151-443-53347-6,114.247.18.14,112.90.219.3,1415776217,22,38702,"-A----,-AP---",c9f0f,c4ca4,5,420,60.251.178.220,UDP,0
10.42.0.211-10.42.0.1-37638-53-17,118.244.158.60,202.102.86.248,1415692833,36801,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,60.251.178.220,TCP,1
180.149.138.210-10.42.0.211-80-40559-6,211.143.200.84,58.22.92.29,1415692833,36796,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,956,60.251.178.220,TCP,0
172.217.12.174-10.42.0.151-443-53070-6,211.143.200.84,98.126.227.18,1415692831,36791,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,58.221.145.152,TCP,1
203.205.158.52-10.42.0.211-80-49482-6,58.44.76.247,120.84.15.134,1415622648,37874,22,"-A----,-AP---",c9f0f,c4ca4,11,828,10.174.24.163,TCP,0
10.42.0.211-10.42.0.1-48841-53-17,94.102.49.120,110.188.0.71,1415656213,51626,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,60.190.222.205,UDP,1
10.42.0.211-123.125.29.138-40499-80-6,216.244.79.162,115.239.229.226,1415449390,48834,22,"-A----,-AP---",c9f0f,c4ca4,11,892,60.214.139.74,TCP,0
10.42.0.211-103.7.30.118-56695-80-6,54.252.24.56,202.126.94.10,1415736113,43131,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,50.70.205.118,ICMP,1
10.42.0.211-77.234.44.200-51293-80-6,54.252.24.56,37.252.75.239,1415780390,22,36697,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,20,3951,50.70.205.118,ICMP,1
10.42.0.211-10.42.0.1-15582-53-17,54.252.24.56,192.80.188.243,1415780392,42210,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,9289,436458,60.214.139.74,TCP,0
172.217.10.10-10.42.0.211-443-58126-6,54.252.24.56,122.227.245.21,1415780392,42203,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,18,2406,60.214.139.74,TCP,1
203.205.158.61-10.42.0.151-80-58222-6,110.249.132.6,54.241.106.192,1415780390,22,36700,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,23,3663,60.214.139.74,TCP,0
10.42.0.42-85.93.5.109-49789-80-6,12.208.130.194,54.241.106.192,1415780396,22,42215,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,25,3523,60.214.139.74,UDP,0
173.194.68.188-10.42.0.151-5228-48653-6,75.80.191.71,54.241.106.192,1415780392,22,42210,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,15094,15895823,222.219.139.193,UDP,1
10.42.0.211-10.42.0.1-44263-53-17,75.80.191.71,54.241.106.192,1415780392,22,42203,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,22,3323,61.130.70.38,UDP,1
157.240.2.20-10.42.0.42-443-57639-6,75.80.191.71,54.241.106.192,1415780390,36697,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,21,3172,61.131.218.218,UDP,0
157.240.18.19-10.42.0.211-443-39429-6,75.80.191.71,54.241.106.192,1415780390,36700,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,21,3158,220.181.168.154,UDP,1
172.217.10.3-10.42.0.151-443-58557-6,60.173.14.74,54.241.106.192,1415780396,22,51684,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,21,2483,190.146.231.34,TCP,0
10.42.0.211-10.42.0.1-57553-53-17,60.173.14.74,123.195.19.11,1415780396,51684,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,21,3972,190.146.231.34,TCP,1
10.42.0.42-106.39.169.66-50157-80-6,60.173.14.74,220.181.168.156,1415780399,22,51691,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,85,43645,91.207.9.149,TCP,0
172.217.12.170-10.42.0.151-443-60877-6,120.192.185.124,37.221.170.190,1415780396,22,51685,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,15745,16646999,58.221.145.152,ICMP,1
10.42.0.211-87.240.165.91-42207-443-6,120.192.185.124,37.221.170.190,1415780399,51691,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,51,4772,192.95.1.129,ICMP,0
10.42.0.211-123.125.29.220-52264-80-6,37.75.185.56,37.221.170.190,1415780396,51685,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,9397,441478,61.147.103.88,TCP,0
10.42.0.211-23.205.35.196-34510-443-6,37.75.185.56,42.120.52.217,1415780401,51705,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,227,13716,199.193.71.18,TCP,0
10.42.0.151-10.42.0.1-48627-53-17,117.40.188.58,119.1.96.32,1415780401,22,51705,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,426,428431,115.236.59.68,TCP,0
172.217.12.131-10.42.0.211-80-43325-6,60.173.26.57,222.89.164.247,1415772380,22,51814,"-A----,-AP---",c9f0f,c4ca4,6,504,180.153.113.141,TCP,0
220.243.235.201-10.42.0.211-80-57629-6,216.244.79.162,96.254.171.2,1415643502,50529,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,180.153.113.141,TCP,1
183.79.215.137-10.42.0.211-443-48370-6,41.160.58.98,96.254.171.2,1415750327,22,36830,"-A----,-AP---",c9f0f,c4ca4,5,420,180.153.113.141,TCP,1
10.42.0.211-104.192.110.245-59662-443-6,37.9.53.44,89.23.172.38,1415692844,36830,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,180.153.113.141,TCP,0
10.42.0.151-10.42.0.1-56598-5351-17,83.96.46.238,46.241.15.243,1415772437,22,51650,"-A----,-AP---",c9f0f,c4ca4,6,504,180.153.113.141,TCP,0
10.42.0.151-36.110.213.49-37468-80-6,103.6.220.151,46.241.15.243,1415735313,38698,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,180.153.113.141,TCP,0
172.217.3.110-10.42.0.151-443-45003-6,49.132.75.121,46.241.15.243,1415692832,36793,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,892,180.153.113.141,UDP,1
10.42.0.211-10.42.0.1-31936-53-17,49.132.75.121,46.241.15.243,1415480453,55781,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,180.153.113.141,UDP,1
10.42.0.211-103.235.46.211-40223-443-6,49.132.75.121,58.208.221.161,1415622628,37880,22,"-A----,-AP---",c9f0f,c4ca4,11,956,42.96.139.100,UDP,1
10.42.0.211-64.71.142.124-58435-80-6,207.192.213.50,58.208.221.161,1415748027,22,48859,"-A----,-AP---",c9f0f,c4ca4,5,420,61.164.151.8,TCP,1
172.217.10.42-10.42.0.42-443-58218-6,61.131.218.218,87.239.27.158,1415771711,22,57882,"-A----,-AP---",c9f0f,c4ca4,6,504,5.135.134.121,TCP,1
10.42.0.211-66.231.239.96-40448-443-6,175.180.110.153,87.239.27.158,1415768720,22,51811,"-A----,-AP---",c9f0f,c4ca4,6,504,112.65.240.228,TCP,0
10.42.0.211-120.76.223.181-33071-83-6,10.174.24.163,192.74.237.114,1415758329,22,65353,-AP---,c9f0f,c4ca4,5,420,119.68.137.109,UDP,1
10.42.0.211-10.42.0.1-25232-53-17,64.47.51.226,193.106.93.166,1415768441,22,37880,"-A----,-AP---",c9f0f,c4ca4,6,504,119.68.137.109,UDP,0
10.42.0.1-10.42.0.42-53-20189-17,64.47.51.226,92.240.68.152,1415772850,22,37873,"-A----,-AP---",c9f0f,c4ca4,6,504,83.167.17.220,UDP,0
172.217.3.110-10.42.0.211-443-41566-6,222.49.127.158,92.240.68.152,1415501171,48836,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,83.167.17.220,TCP,0
10.42.0.211-10.42.0.1-48121-53-17,222.49.127.158,119.234.153.130,1415755117,22,37859,"-A----,-AP---",c9f0f,c4ca4,6,504,83.167.17.220,TCP,1
10.42.0.151-42.236.126.162-44410-80-6,222.49.127.158,119.234.153.130,1415637053,37859,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,83.167.17.220,TCP,0
10.42.0.1-10.42.0.42-53-23528-17,221.176.254.166,118.123.18.193,1415775843,22,55759,"-A----,-AP---",c9f0f,c4ca4,6,504,83.167.17.220,TCP,1
198.105.244.11-10.42.0.42-80-42891-6,37.9.53.2,119.234.153.130,1415776976,22,51753,"-A----,-AP---",c9f0f,c4ca4,6,504,83.167.17.220,TCP,0
172.217.11.14-10.42.0.151-443-42859-6,37.9.53.2,119.234.153.130,1415613089,44328,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,210.110.6.250,TCP,1
172.217.11.46-10.42.0.151-443-51419-6,192.154.110.100,119.234.153.130,1415472938,55759,22,"-A----,-AP---",c9f0f,c4ca4,11,956,83.167.17.220,TCP,0
10.42.0.211-10.42.0.1-31555-53-17,120.199.64.54,119.234.153.130,1415451110,55749,22,"-A----,-AP---",c9f0f,c4ca4,11,956,83.167.17.220,TCP,1
10.42.0.211-106.39.169.66-52045-80-6,120.199.64.54,61.131.218.218,1415771927,22,57899,"-A----,-AP---",c9f0f,c4ca4,5,420,222.186.13.25,TCP,1
131.253.61.98-10.42.0.211-443-58140-6,61.147.103.188,61.132.4.85,1415778015,22,57895,"-A----,-AP---",c9f0f,c4ca4,6,504,76.91.138.2,TCP,0
174.35.73.166-10.42.0.151-80-51477-6,37.105.146.139,5.135.78.226,1415448232,55791,22,"-A----,-AP---",c9f0f,c4ca4,9,724,76.91.138.2,TCP,1
172.217.3.104-10.42.0.211-443-48122-6,10.202.148.148,171.7.94.58,1415771671,22,59679,"-A----,-AP---",c9f0f,c4ca4,5,420,76.91.138.2,UDP,0
10.42.0.211-23.206.162.129-45349-80-6,118.244.132.113,61.147.103.139,1415452440,51475,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,76.91.138.2,TCP,0
10.42.0.151-74.125.22.188-45735-5228-6,222.186.52.64,1.168.76.204,1415707276,38686,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,76.91.138.2,TCP,1
180.149.153.68-10.42.0.211-80-55593-6,118.144.86.105,1.168.76.204,1415751939,22,55788,"-A----,-AP---",c9f0f,c4ca4,6,504,76.91.138.2,TCP,1
10.42.0.211-10.42.0.1-31256-53-17,198.20.69.98,145.236.164.210,1415452589,46959,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,76.91.138.2,TCP,0
172.217.11.10-10.42.0.211-443-55537-6,61.130.70.38,145.236.164.210,1415760511,22,51238,"-A----,-AP---",c9f0f,c4ca4,5,420,5.135.134.121,TCP,1
172.217.12.206-10.42.0.151-443-58619-6,121.14.71.8,117.79.91.214,1415776819,22,57906,-AP---,c9f0f,c4ca4,6,504,192.157.253.153,TCP,0
10.42.0.151-13.56.7.139-58419-443-6,211.162.79.51,198.13.109.248,1415736104,57906,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,61.147.103.79,TCP,1
202.77.129.150-10.42.0.211-80-41785-6,180.183.139.35,211.203.60.81,1415448482,57887,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,60.190.222.205,ICMP,0
172.217.10.226-10.42.0.211-443-60310-6,180.183.139.35,211.203.60.81,1415780428,22,41854,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,992,122.152.81.39,ICMP,1
220.181.7.190-10.42.0.151-443-56907-6,221.4.145.2,211.203.60.81,1415780427,22,58654,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,122.152.81.39,TCP,0
10.42.0.42-106.11.94.1-48220-443-6,118.8.124.136,211.203.60.81,1415780425,22,45535,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,58.221.145.152,UDP,0
182.22.120.252-10.42.0.151-443-43862-6,112.5.234.118,211.203.60.81,1415780428,36102,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,211.140.212.86,TCP,0
180.149.136.194-10.42.0.211-443-33970-6,64.47.51.226,211.203.60.81,1415780425,36399,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,78.129.149.17,UDP,0
8.0.6.4-8.6.0.1-0-0-0,176.31.14.28,211.203.60.81,1415780426,37780,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,78.129.149.17,TCP,0
182.22.24.124-10.42.0.211-443-41755-6,176.31.14.28,211.203.60.81,1415780424,43563,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,78.129.149.17,TCP,1
10.42.0.151-10.42.0.1-44160-53-17,176.31.14.28,192.74.237.72,1415780425,45535,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,122.116.164.38,TCP,1
10.42.0.42-13.32.250.43-35008-443-6,176.31.14.28,202.85.214.186,1415780424,49292,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,61.131.218.218,TCP,0
10.42.0.211-77.234.41.79-59314-443-6,125.211.216.43,58.220.242.130,1415780425,53508,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,222.186.13.25,TCP,0
192.229.173.173-10.42.0.211-80-55321-6,120.198.124.121,192.210.51.67,1415780424,53803,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,207.210.85.96,TCP,0
182.22.25.124-10.42.0.211-443-54078-6,183.191.12.20,187.28.116.91,1415780427,58654,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,192.210.54.220,TCP,1
10.42.0.42-61.135.185.139-53269-80-6,183.191.12.20,187.28.116.91,1415780426,22,51248,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,110.53.60.195,TCP,1
172.217.10.35-10.42.0.151-443-47801-6,183.191.12.20,112.90.219.3,1415780426,22,37780,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,5.9.144.212,TCP,1
169.47.42.243-10.42.0.211-443-33739-6,118.71.59.96,122.211.27.124,1415780424,22,44050,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,211.162.79.51,UDP,1
203.205.158.37-10.42.0.151-80-47574-6,207.192.213.50,122.211.27.124,1415780424,22,43563,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,122.116.11.65,TCP,1
10.42.0.151-10.42.0.1-38663-53-17,207.192.213.50,122.227.164.121,1415780424,22,53803,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,62.215.176.251,TCP,0
10.42.0.211-23.205.20.233-40752-80-6,207.192.213.50,62.75.178.11,1415780425,22,36399,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,906,91.207.9.149,TCP,1
10.42.0.211-47.89.69.217-38706-443-6,207.192.213.50,110.188.0.71,1415780424,22,49292,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,192.95.1.130,TCP,0
10.42.0.211-10.42.0.1-54560-53-17,207.192.213.50,202.103.178.196,1415780427,22,47563,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,203.171.227.105,TCP,0
202.77.129.150-10.42.0.211-80-49809-6,207.192.213.50,5.135.78.226,1415780427,22,38443,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,201.182.31.162,TCP,0
10.42.0.151-111.206.25.159-47851-80-6,113.11.194.210,192.210.216.126,1415780425,22,36103,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,69.175.126.170,TCP,1
220.181.150.247-10.42.0.211-443-39878-6,113.11.194.210,142.0.132.79,1415780428,22,36102,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,220.194.54.70,TCP,0
10.42.0.211-54.243.147.129-58678-443-6,61.191.188.177,190.140.2.245,1415780427,38443,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,173.192.216.117,TCP,1
172.217.10.70-10.42.0.211-443-51714-6,222.240.146.222,190.140.2.245,1415780425,36103,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,61.147.103.88,TCP,0
10.42.0.1-10.42.0.42-53-12977-17,94.102.49.120,60.8.224.242,1415780428,41854,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,107.15.140.128,UDP,1
172.217.10.110-10.42.0.42-80-49055-6,220.227.164.66,60.8.224.242,1415780424,44050,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,202.201.7.229,TCP,0
203.205.191.23-10.42.0.211-80-39637-6,112.5.234.118,120.209.133.158,1415780427,47563,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,202.85.214.186,TCP,1
140.205.140.87-10.42.0.151-80-58812-6,112.5.234.118,5.135.78.226,1415780426,51248,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,123.31.2.155,TCP,1
172.217.10.74-10.42.0.151-443-34464-6,12.208.130.194,118.244.159.167,1415780425,22,53508,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,199.193.70.149,UDP,0
151.101.117.140-10.42.0.211-80-57980-6,12.208.130.194,59.51.81.66,1415780438,22,55742,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,5.135.134.121,UDP,1
10.42.0.1-10.42.0.42-53-1454-17,202.85.214.186,118.122.188.242,1415780439,22,56414,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,122.116.11.65,TCP,0
10.42.0.211-66.102.255.61-33653-443-6,222.186.45.157,76.73.45.210,1415780434,22,37437,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,61.131.218.218,TCP,0
174.35.73.78-10.42.0.211-80-57917-6,112.116.67.68,59.51.81.66,1415780437,22,54002,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,199.193.71.18,TCP,1
10.42.0.211-10.42.0.1-18278-53-17,112.116.67.68,67.32.167.235,1415780430,22,40370,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,938,42.96.154.249,TCP,1
10.42.0.151-10.42.0.1-62439-53-17,60.173.14.74,123.7.83.86,1415780433,34223,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,180.96.63.232,TCP,0
172.217.12.142-10.42.0.151-443-49816-6,118.250.226.143,76.73.45.210,1415780434,37437,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,60.173.14.75,TCP,1
10.42.0.211-87.240.165.91-49806-443-6,168.63.123.119,115.249.86.149,1415780430,40370,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,192.210.63.45,TCP,0
10.42.0.151-103.235.46.211-56588-443-6,168.63.123.119,122.117.229.145,1415780438,43616,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,113.11.194.210,TCP,1
10.42.0.211-115.239.210.141-58895-443-6,213.148.172.190,10.174.24.163,1415780436,46211,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,50.22.40.139,TCP,0
10.42.0.211-52.84.6.107-50545-443-6,119.60.5.18,113.10.247.252,1415780437,54002,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,96.254.171.2,TCP,1
10.42.0.151-121.12.98.64-59149-80-6,123.7.83.86,218.70.229.241,1415780439,56414,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,79.170.152.237,TCP,0
180.149.153.234-10.42.0.42-80-49341-6,112.5.234.118,122.227.164.202,1415780438,22,34161,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,115.236.59.68,TCP,0
172.217.12.206-10.42.0.151-443-59029-6,174.37.165.161,5.254.141.9,1415780431,22,46896,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,96.254.171.2,UDP,0
10.42.0.211-23.23.129.231-47616-443-6,64.47.51.226,5.254.141.9,1415780433,22,34223,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,96.254.171.2,UDP,0
10.42.0.211-10.42.0.1-20596-53-17,103.30.6.112,198.13.96.30,1415780437,22,42949,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,96.254.171.2,TCP,0
10.42.0.1-10.42.0.42-53-62587-17,202.53.72.26,61.131.218.218,1415780436,22,46211,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,96.254.171.2,TCP,1
172.217.12.176-10.42.0.42-443-55272-6,112.5.234.118,142.54.166.111,1415780438,22,43616,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,222.35.137.85,TCP,1
174.35.73.136-10.42.0.211-80-57630-6,120.4.234.33,142.54.166.111,1415780438,34161,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,222.35.137.85,TCP,0
10.42.0.211-64.71.142.96-45743-443-6,98.143.36.192,142.54.166.111,1415780437,42949,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,96.254.171.2,TCP,0
209.10.120.26-10.42.0.211-80-42861-6,120.4.234.33,93.120.236.106,1415780431,46896,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,5.135.134.121,TCP,0
183.79.215.140-10.42.0.151-443-33963-6,120.4.234.33,93.120.236.106,1415780438,55742,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,85.17.224.147,TCP,1
10.42.0.42-66.231.239.95-54659-443-6,61.131.218.218,61.147.103.79,1415780449,22,59742,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,85.17.224.147,TCP,1
10.42.0.42-23.208.87.120-57679-80-6,60.216.5.244,176.10.35.241,1415780457,38981,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,222.186.27.100,TCP,1
